VIN,year,znamka,model,state,city,price,miles,accidents,use,owners,MPG_city,MPG_highway,engine,transmission,drive_type,exterior,interior
WDDHF5GB0BA371376,2011,mercedes-benz,e-class,FL,Tampa,10000,109934,0,Personal,5,17,24,3.5L V-6 Gas,Automatic,RWD,Silver,Unknown
WDC0G4JB5HV000720,2017,mercedes-benz,glc,TX,Austin,21900,88630,0,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Blue,Black
4JGFB4JB3LA129114,2020,mercedes-benz,gle,TN,Murfreesboro,43950,47076,0,Personal,1,20,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
4JGDA5HB2FA504405,2015,mercedes-benz,m-class,TX,Dallas,15999,128396,0,Fleet,2,17,22,3.5L V-6 Gas,Automatic,AWD,Blue,Unknown
4JGDF7DE7JB021444,2018,mercedes-benz,gls,TX,Tomball,39990,76311,0,Personal,1,14,19,4.7L V-8 Gas Turbocharged,Automatic,AWD,Black,Black
W1KWF8DB2MR620391,2021,mercedes-benz,c-class,CA,Riverside,34998,20526,0,Personal,2,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDLJ7DB9EA100927,2014,mercedes-benz,cls,VA,Midlothian,24779,88934,0,Personal,3,18,27,4.6L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
4JGDA5JB2GA772608,2016,mercedes-benz,gle,TX,San Antonio,26951,62824,1,Personal,2,18,24,3.5L V-6 Gas,Automatic,RWD,White,Black
55SWF4JB2GU145521,2016,mercedes-benz,c-class,CA,Concord,22990,54188,0,Personal,2,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
W1N0G8DB4MF925611,2021,mercedes-benz,glc,FL,West Palm Beach,37995,20092,0,Personal,1,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
4JGDA5HB8CA030813,2012,mercedes-benz,m-class,VA,Norfolk,14780,105988,0,Personal,3,17,22,3.5L V-6 Gas,Automatic,AWD,Blue,Beige
4JGDF6EE4KB224754,2019,mercedes-benz,gls,NY,Nanuet,47998,52007,0,Personal,1,16,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Blue,Brown
WDC0G4JB5KV176884,2019,mercedes-benz,glc,CA,San Diego,30988,42354,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Blue,Unknown
4JGFB4KB8LA068955,2020,mercedes-benz,gle,TX,Plano,45900,49355,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Beige
WDDUG8CB7FA136059,2015,mercedes-benz,s-class,TX,Webster,41000,44876,0,Personal,3,17,26,4.6L V-8 Gas Turbocharged,Automatic,RWD,Silver,Black
4JGDA5HB5CA068368,2012,mercedes-benz,m-class,AZ,Phoenix,15900,109122,0,Personal,2,17,22,3.5L V-6 Gas,Automatic,AWD,White,Black
WDC0G6EB9JV026099,2018,mercedes-benz,glc,CA,Santa Barbara,34995,59540,0,Personal,2,18,24,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
55SWF4KB7HU199655,2017,mercedes-benz,c-class,VA,Fredricksburg,19000,97915,2,Personal,2,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
W1N0G8EB6MV324723,2021,mercedes-benz,glc,CA,Thousand Oaks,39685,6166,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
4JGFB4JB6NA591072,2022,mercedes-benz,gle,AZ,Surprise,45981,38294,0,Personal,1,19,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Blue,Beige
4JGBB86E08A423036,2008,mercedes-benz,m-class,VA,Chantilly,9995,95870,0,Personal,2,15,20,3.5L V-6 Gas,Automatic,4WD,White,Unknown
W1N0G8DB8MF899191,2021,mercedes-benz,glc,TX,Georgetown,39967,23256,0,Personal,0,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Black
WDC0G5EB9KF601128,2019,mercedes-benz,glc,TX,Plano,27900,84789,0,Personal,1,24,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDHF6HB9GB176186,2016,mercedes-benz,e-class,VA,Midlothian,23996,70635,0,Personal,1,20,28,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Beige
WDC0G4JB6KV180880,2019,mercedes-benz,glc,TX,Plano,28900,57188,0,Fleet,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Unknown
W1KWF8DB4MR641792,2021,mercedes-benz,c-class,TX,Fort Worth,37991,22000,0,Personal,0,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Gray
W1KWF8DB3MR646580,2021,mercedes-benz,c-class,TX,Fort Worth,39991,12227,0,Personal,1,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Gray
55SWF4JB3FU046656,2015,mercedes-benz,c-class,TX,Houston,15395,123183,0,Fleet,2,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
4JGDF6EE8KB229357,2019,mercedes-benz,gls,AZ,Scottsdale,41474,50584,1,Fleet,2,16,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
WDDWF8EB0KR514405,2019,mercedes-benz,c-class,NJ,Flemington,32919,34615,0,Personal,2,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
55SWF4KB4HU205010,2017,mercedes-benz,c-class,WA,Olympia,21776,83177,0,Personal,2,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Black
W1N0G8EB2NV335865,2022,mercedes-benz,glc,NJ,Edison,48198,7508,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDBWK54F96F095405,2006,mercedes-benz,slk,FL,Clearwater,7995,141256,0,Personal,7,19,27,3.0L V-6 Gas,Automatic,RWD,White,Gray
55SWF4KB7JU268057,2018,mercedes-benz,c-class,FL,West Palm Beach,26495,28654,0,Personal,3,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WD4PF1CD1KP136347,2019,mercedes-benz,sprinter-cargo-van,NC,Charlotte,40999,50015,2,Fleet,2,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Blue,Black
W1N0G8DB2NV325029,2022,mercedes-benz,glc,AZ,Peoria,43988,10211,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF8EB8KU293280,2019,mercedes-benz,c-class,NJ,Edison,35899,14028,0,Personal,1,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Red,Black
WDDUG8DB4KA442743,2019,mercedes-benz,s-class,GA,Marietta,62990,20082,0,Personal,2,17,27,4.0L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
WDDJK7EA9EF029371,2014,mercedes-benz,sl,CA,Livermore,40991,76766,1,Personal,4,16,25,5.5L V-8 Gas Turbocharged,Automatic,RWD,Black,Red
WDCTG4GB5FJ031801,2015,mercedes-benz,gla,NY,Bohemia,20119,59321,0,Personal,2,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
W1N0G8EBXNG046365,2022,mercedes-benz,glc,NY,Nanuet,50375,5445,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDDSJ4EB9GN367778,2016,mercedes-benz,cla,FL,Jacksonville,17010,97205,0,Personal,2,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
WDDSJ4EB3JN654847,2018,mercedes-benz,cla,FL,Orlando,23492,55446,0,Personal,2,24,37,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
WDDWF4KB9JR327529,2018,mercedes-benz,c-class,CO,Boulder,25987,52609,0,Personal,2,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
4JGDF6EE7HA756207,2017,mercedes-benz,gls,NJ,Flemington,29999,72039,0,Personal,2,19,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Brown
W1N0G8EB0NG071307,2022,mercedes-benz,glc,IL,Naperville,46877,3145,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
55SWF8EB6KU290152,2019,mercedes-benz,c-class,PA,Trooper,30499,39623,0,Personal,1,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Black
WDDGF8AB4DR243720,2013,mercedes-benz,c-class,TX,McKinney,11801,119586,0,Personal,3,20,28,3.5L V-6 Gas,Automatic,AWD,White,Beige
4JGFB4JB9MA330811,2021,mercedes-benz,gle,TX,Plano,52990,12290,2,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF4KB1HU209872,2017,mercedes-benz,c-class,PA,Trooper,24999,47488,0,Fleet,1,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDC0G4JB8KF570521,2019,mercedes-benz,glc,CA,Escondido,31900,20715,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDC0G4JB8JV070220,2018,mercedes-benz,glc,GA,Madison,27995,48654,1,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Black
WDDWF4JB4JR404499,2018,mercedes-benz,c-class,TX,Fort Worth,29991,30040,0,Personal,1,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Brown,Unknown
WDC0G8EB4LF708042,2020,mercedes-benz,glc,CA,San Jose,36985,23561,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDGF4HB6DA825136,2013,mercedes-benz,c-class,VA,Fredericksburg,14500,61255,0,Personal,2,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
W1K5J4GB7MN161820,2021,mercedes-benz,cla,TX,Fort Worth,36891,31564,0,Personal,1,25,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Beige
4JGFB4KE2LA090394,2020,mercedes-benz,gle,CA,Irvine,45268,40949,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDHF5KB0GB209739,2016,mercedes-benz,e-class,CA,Sacramento,19999,114503,0,Personal,2,20,29,3.5L V-6 Gas,Automatic,RWD,Black,Unknown
WDD2J5JB3KA034178,2019,mercedes-benz,cls,CA,Thousand Oaks,45000,33200,0,Personal,1,24,31,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Black,Unknown
4JGDF6EEXKB221020,2019,mercedes-benz,gls,NY,Westbury,41495,57541,0,Personal,1,16,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
WD3PE7CD3JP633098,2018,mercedes-benz,sprinter-cargo-van,VA,Fredericksburg,28995,68362,1,Fleet,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Gray,Black
WDDNG9EB4CA476840,2012,mercedes-benz,s-class,NC,Greensboro,16599,137374,0,Fleet,3,15,24,4.6L V-8 Gas Turbocharged,Automatic,AWD,Black,Black
WDD3G4EB0KW022550,2019,mercedes-benz,a-class,GA,Buford,28488,39830,0,Fleet,1,24,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Black
4JGDA5JBXHA961606,2017,mercedes-benz,gle,TX,San Antonio,19495,141234,0,Personal,2,18,23,3.5L V-6 Gas,Automatic,RWD,White,Brown
WDDZF4KB4HA018783,2017,mercedes-benz,e-class,TX,Carrollton,24991,98621,0,Personal,3,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDKJ5KB7EF242537,2014,mercedes-benz,e-class,CA,Roseville,14999,142945,0,Personal,2,21,30,3.5L V-6 Gas,Automatic,RWD,Gray,Black
WDCGG5GB1BF551174,2011,mercedes-benz,glk,GA,Cumming,8899,136557,1,Personal,4,16,22,3.5L V-6 Gas,Automatic,RWD,Red,Unknown
WD3PE7CD7JP622928,2018,mercedes-benz,sprinter-cargo-van,FL,Tampa,29950,94584,2,Fleet,2,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Gray,Black
W1N4M4GB4NW195134,2022,mercedes-benz,glb,CA,Newport Beach,42405,5216,0,Personal,1,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gray,Beige
WDDHF8JB0EB036224,2014,mercedes-benz,e-class,MD,Gaithersburg,18888,85326,2,Personal,2,21,29,3.5L V-6 Gas,Automatic,AWD,Black,Black
4JGDA5HB2FA567357,2015,mercedes-benz,m-class,PA,Exton,21995,79222,0,Personal,2,17,22,3.5L V-6 Gas,Automatic,AWD,White,Brown
55SWF8GB5JU257817,2018,mercedes-benz,c-class,TX,Addison,49995,44281,1,Fleet,2,18,24,4.0L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
WDC0G4JB4GF081492,2016,mercedes-benz,glc,TX,El Paso,21999,78118,0,Personal,2,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDC0G4KB6GF011734,2016,mercedes-benz,glc,KY,Florence,20694,109790,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Unknown
W1KZF8DB6MA930524,2021,mercedes-benz,e-class,TX,Fort Worth,47991,20934,0,Personal,0,22,31,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF8EBXKU314436,2019,mercedes-benz,c-class,NY,New Rochelle,34495,25250,0,Personal,1,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDDHF5KB6GB222401,2016,mercedes-benz,e-class,AZ,Scottsdale,24495,56000,0,Personal,2,20,29,3.5L V-6 Gas,Automatic,RWD,White,Unknown
WDDSJ4EB0GN328156,2016,mercedes-benz,cla,TX,Dallas,18995,66004,0,Fleet,3,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Gray
55SWF4KB0HU195348,2017,mercedes-benz,c-class,NJ,Westampton,22995,57738,0,Fleet,4,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Unknown
W1N0G8EB3NG040665,2022,mercedes-benz,glc,OH,Columbus,46380,9825,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WD3PE7CD1JP625386,2018,mercedes-benz,sprinter-cargo-van,TX,Houston,34995,66667,0,Fleet,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Blue,Black
W1KWF8EB3MR646917,2021,mercedes-benz,c-class,NJ,Englewood,38282,7635,0,Personal,1,23,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
W1N0G8DB6LF767268,2020,mercedes-benz,glc,CA,Buena Park,36880,9992,0,Personal,1,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDDHF5KB8DA735540,2013,mercedes-benz,e-class,CA,Sacramento,13980,109760,0,Personal,3,20,30,3.5L V-6 Gas,Automatic,RWD,White,Unknown
4JGDA5JB2GA661900,2016,mercedes-benz,gle,TX,Houston,22983,95177,0,Personal,2,18,24,3.5L V-6 Gas,Automatic,RWD,White,Beige
WDCTG4GB1KJ547373,2019,mercedes-benz,gla,CA,Ontario,25980,46020,0,Personal,1,23,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
W1N0G8DB4MV266905,2021,mercedes-benz,glc,AZ,Surprise,35581,14705,0,Personal,2,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
W1N0G8EB2NV389361,2022,mercedes-benz,glc,MD,Owings Mills,48520,2338,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
4JGDA5HB3EA426389,2014,mercedes-benz,m-class,NY,Troy,25500,47367,0,Personal,2,17,22,3.5L V-6 Gas,Automatic,AWD,Blue,Black
W1N4M4HB6NW183789,2022,mercedes-benz,glb,IL,Westmont,44777,4228,0,Personal,0,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WDDZF4JB6HA067176,2017,mercedes-benz,e-class,CA,Roseville,28452,55787,0,Personal,3,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
55SWF4KB2HU207841,2017,mercedes-benz,c-class,VA,Alexandria,24491,67000,0,Fleet,3,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
W1N4M4GB1NW185628,2022,mercedes-benz,glb,CA,Ontario,39981,8480,0,Personal,1,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Black
W1N0G8EB7NG091196,2022,mercedes-benz,glc,IL,Naperville,46884,4053,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
W1K6G7GB4MA017444,2021,mercedes-benz,s-class,FL,Naples,113636,9513,0,Personal,1,17,25,4.0L V-8 Gas Turbocharged,Automatic,AWD,Black,Unknown
4JGDF6EE0HA983268,2017,mercedes-benz,gls,MA,Westport,29995,91224,0,Personal,2,19,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
4JGDA5JB0JB026627,2018,mercedes-benz,gle,FL,Tampa,29991,61878,0,Personal,2,18,23,3.5L V-6 Gas,Automatic,RWD,Silver,Black
WDC0G4KBXKV121300,2019,mercedes-benz,glc,NY,Forest Hills,27000,42127,1,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDCGG5GB2AF416462,2010,mercedes-benz,glk,CA,Sacramento,10700,102480,0,Personal,4,16,22,3.5L V-6 Gas,Automatic,RWD,Black,Unknown
55SWF4JB7HU180637,2017,mercedes-benz,c-class,NJ,East Brunswick,22793,48844,0,Fleet,2,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDDZF4JB6KA524527,2019,mercedes-benz,e-class,TX,Austin,38750,37920,0,Personal,1,21,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDUG8FB9FA188692,2015,mercedes-benz,s-class,FL,Palmetto Bay,32898,72570,0,Personal,3,16,26,4.6L V-8 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDDSJ4EB9EN137087,2014,mercedes-benz,cla,OH,Columbus,13903,131378,0,Fleet,4,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Red,Black
W1N0G8DB0NV374309,2022,mercedes-benz,glc,AZ,Scottsdale,43994,770,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Gray
W1N0G8DB9LF811909,2020,mercedes-benz,glc,CA,City of Industry,36735,14775,0,Personal,1,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
4JGDF6EEXJB142994,2018,mercedes-benz,gls,FL,Orlando,38988,50302,1,Fleet,2,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Blue,Beige
W1KWF8DB3MR640049,2021,mercedes-benz,c-class,TX,Dallas,39788,14870,0,Personal,0,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDDHF8JB8EA829633,2014,mercedes-benz,e-class,IL,Northbrook,15995,123086,1,Personal,3,21,29,3.5L V-6 Gas,Automatic,AWD,White,Beige
WDC0G4JB5HF196006,2017,mercedes-benz,glc,AZ,Tempe,24999,53856,0,Personal,3,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Unknown
W1N0G8DB4MV321305,2021,mercedes-benz,glc,FL,Sanford,42440,9305,0,Personal,1,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
W1N0G8EB5NG088183,2022,mercedes-benz,glc,NJ,Edison,48998,5949,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDSJ4EBXKN710638,2019,mercedes-benz,cla,CA,Fresno,27533,39889,0,Personal,1,24,37,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Silver,Black
WDDHF5KBXEA784174,2014,mercedes-benz,e-class,AR,Bryant,19900,64863,0,Personal,2,21,30,3.5L V-6 Gas,Automatic,RWD,Silver,Unknown
WDDKJ5KB5EF248479,2014,mercedes-benz,e-class,TX,Fort Worth,19995,68403,0,Personal,3,21,30,3.5L V-6 Gas,Automatic,RWD,White,Unknown
W1N0G8EB8NV364769,2022,mercedes-benz,glc,NJ,Union,49160,5760,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
W1N0G8EBXMV310730,2021,mercedes-benz,glc,NJ,Freehold,44999,9168,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Beige
WDDUG8FB8FA168532,2015,mercedes-benz,s-class,FL,Maitland,35546,83882,0,Personal,2,16,26,4.6L V-8 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDDSJ4EB9GN299224,2016,mercedes-benz,cla,FL,Jacksonville,13580,155327,0,Personal,3,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
4JGBF2FE5CA800356,2012,mercedes-benz,gl,OR,Ashland,16500,80763,0,Personal,1,17,21,3.0L V-6 Diesel Turbocharged,Automatic,AWD,White,Black
WD3PE7CD1JP624268,2018,mercedes-benz,sprinter-cargo-van,NC,Greensboro,31000,63470,3,Fleet,3,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Gray,Black
W1N0G8EB0NG043149,2022,mercedes-benz,glc,CA,San Jose,42955,8636,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Beige
W1N0G8EB0NG057505,2022,mercedes-benz,glc,NJ,Edison,48282,5893,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WD3PE7CDXJP624592,2018,mercedes-benz,sprinter-cargo-van,TX,Houston,34995,50240,1,Fleet,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Unknown,Black
W1N0G8DBXMF868816,2021,mercedes-benz,glc,FL,Ft. Lauderdale,39988,12344,0,Personal,2,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Beige
WDDGF4HB6DA867256,2013,mercedes-benz,c-class,TX,Fort Worth,10995,116694,0,Personal,2,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDCTG4GB7KU019934,2019,mercedes-benz,gla,CA,Monterey Park,28000,20321,0,Personal,1,23,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
4JGDA5JB9JB028778,2018,mercedes-benz,gle,TX,Austin,31500,73852,0,Personal,2,18,23,3.5L V-6 Gas,Automatic,RWD,White,White
55SWF4JB9JU262133,2018,mercedes-benz,c-class,FL,Fort Myers,28199,30008,0,Personal,2,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
4JGDA5JB7GA661486,2016,mercedes-benz,gle,TX,Houston,22995,81878,0,Personal,3,18,24,3.5L V-6 Gas,Automatic,RWD,Black,Black
W1N0G8DB6NV333280,2022,mercedes-benz,glc,CA,Monrovia,40998,7394,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDD1K6HB6KF102139,2019,mercedes-benz,e-class,NJ,Hasbrouck Heights,40945,21948,1,Personal,3,20,27,3.0L V-6 Gas Turbocharged,Automatic,RWD,White,Brown
WDDWJ4KB9HF548042,2017,mercedes-benz,c-class,NY,Nanuet,28518,52271,0,Personal,1,23,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDC0G4JB5GF064250,2016,mercedes-benz,glc,TX,Lewisville,17985,122450,0,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDHF5KB4EB046378,2014,mercedes-benz,e-class,CA,Buena Park,16980,109610,0,Personal,2,21,30,3.5L V-6 Gas,Automatic,RWD,White,Black
W1N0G8EB9NV347446,2022,mercedes-benz,glc,CA,San Jose,41955,16450,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDWK6EB4HF486053,2017,mercedes-benz,c-class,NY,Saint James,33388,58810,0,Personal,2,20,28,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WDC0G4KB8KF596969,2019,mercedes-benz,glc,NJ,Edison,36867,35725,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
W1N0G8EB6NV377634,2022,mercedes-benz,glc,PA,East Petersburg,49990,8173,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WDC0G8EB9LF728707,2020,mercedes-benz,glc,NY,Nanuet,37591,38990,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Red,Black
WDDWF8EB3KR517265,2019,mercedes-benz,c-class,VA,Fredericksburg,32500,27382,0,Personal,1,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
WDC0G4JB9KF543666,2019,mercedes-benz,glc,CA,Torrance,30032,30469,0,Personal,2,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
4JGDA5HB4EA359530,2014,mercedes-benz,m-class,MD,Rockville,18500,96942,1,Personal,3,17,22,3.5L V-6 Gas,Automatic,AWD,Black,Black
WDBSK71FX9F148759,2009,mercedes-benz,sl,PA,East Petersburg,33990,27925,0,Personal,3,13,21,5.5L V-8 Gas,Automatic,RWD,Black,Red
WDC0G8EBXLF707221,2020,mercedes-benz,glc,TX,Fort Worth,39991,28146,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
WDDWF8DB2KR504444,2019,mercedes-benz,c-class,FL,Hollywood,29477,21834,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Black
W1N0G8EB1NV351006,2022,mercedes-benz,glc,MO,Creve Coeur,47000,10506,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDUG8FB7FA120892,2015,mercedes-benz,s-class,VA,Fairfax,28786,95502,0,Personal,2,16,26,4.6L V-8 Gas Turbocharged,Automatic,AWD,Black,Black
55SWF4JB0HU198395,2017,mercedes-benz,c-class,TX,Plano,22900,61505,1,Personal,2,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDWF4JB2JR406218,2018,mercedes-benz,c-class,CA,Newport Beach,26892,45548,0,Personal,1,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
4JGDA5HB7JB011967,2018,mercedes-benz,gle,NJ,Glassboro,29584,69175,0,Personal,2,18,22,3.5L V-6 Gas,Automatic,AWD,White,Unknown
WD4PF0CD1KP070215,2019,mercedes-benz,sprinter-crew-van,TX,Houston,37995,72978,0,Fleet,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Gray,Black
W1N0G8EB2NV364105,2022,mercedes-benz,glc,NJ,Edison,48911,5355,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
W1N0G8DB2NV374781,2022,mercedes-benz,glc,CA,Temecula,44888,9242,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
4JGFB4KB5LA012830,2020,mercedes-benz,gle,TX,Houston,51995,29318,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDHF5KB6EB030666,2014,mercedes-benz,e-class,FL,Jacksonville,23598,24613,0,Personal,1,21,30,3.5L V-6 Gas,Automatic,RWD,Silver,Black
WDC0G4KB6KV135355,2019,mercedes-benz,glc,CA,San Jose,32690,32002,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
